# color images
# file: 'SUSTech-ORB-SLAM2.bag'
# timestamp filename
1612859922.019447 rgb/1612859922.019447.png
1612859922.119379 rgb/1612859922.119379.png
1612859922.219419 rgb/1612859922.219419.png
1612859922.319382 rgb/1612859922.319382.png
1612859922.419405 rgb/1612859922.419405.png
1612859922.519898 rgb/1612859922.519898.png
1612859922.619611 rgb/1612859922.619611.png
1612859922.719534 rgb/1612859922.719534.png
1612859922.819543 rgb/1612859922.819543.png
1612859922.919506 rgb/1612859922.919506.png
1612859923.019410 rgb/1612859923.019410.png
1612859923.119483 rgb/1612859923.119483.png
1612859923.219619 rgb/1612859923.219619.png
1612859923.319694 rgb/1612859923.319694.png
1612859923.419682 rgb/1612859923.419682.png
1612859923.519787 rgb/1612859923.519787.png
1612859923.619584 rgb/1612859923.619584.png
1612859923.719610 rgb/1612859923.719610.png
1612859923.820602 rgb/1612859923.820602.png
1612859923.919753 rgb/1612859923.919753.png
1612859924.019617 rgb/1612859924.019617.png
1612859924.119752 rgb/1612859924.119752.png
1612859924.219578 rgb/1612859924.219578.png
1612859924.319640 rgb/1612859924.319640.png
1612859924.419580 rgb/1612859924.419580.png
1612859924.519597 rgb/1612859924.519597.png
1612859924.619564 rgb/1612859924.619564.png
1612859924.719576 rgb/1612859924.719576.png
1612859924.819876 rgb/1612859924.819876.png
1612859924.919764 rgb/1612859924.919764.png
1612859925.019733 rgb/1612859925.019733.png
1612859925.119589 rgb/1612859925.119589.png
1612859925.219628 rgb/1612859925.219628.png
1612859925.319634 rgb/1612859925.319634.png
1612859925.419662 rgb/1612859925.419662.png
1612859925.519679 rgb/1612859925.519679.png
1612859925.619784 rgb/1612859925.619784.png
1612859925.719669 rgb/1612859925.719669.png
1612859925.820060 rgb/1612859925.820060.png
1612859925.919660 rgb/1612859925.919660.png
1612859926.019690 rgb/1612859926.019690.png
1612859926.119706 rgb/1612859926.119706.png
1612859926.219669 rgb/1612859926.219669.png
1612859926.319685 rgb/1612859926.319685.png
1612859926.419882 rgb/1612859926.419882.png
1612859926.520113 rgb/1612859926.520113.png
1612859926.619943 rgb/1612859926.619943.png
1612859926.719763 rgb/1612859926.719763.png
1612859926.819741 rgb/1612859926.819741.png
1612859926.919747 rgb/1612859926.919747.png
1612859927.019833 rgb/1612859927.019833.png
1612859927.119764 rgb/1612859927.119764.png
1612859927.219964 rgb/1612859927.219964.png
1612859927.320064 rgb/1612859927.320064.png
1612859927.420046 rgb/1612859927.420046.png
1612859927.519884 rgb/1612859927.519884.png
1612859927.619841 rgb/1612859927.619841.png
1612859927.719799 rgb/1612859927.719799.png
1612859927.819861 rgb/1612859927.819861.png
1612859927.919957 rgb/1612859927.919957.png
1612859928.020133 rgb/1612859928.020133.png
1612859928.119875 rgb/1612859928.119875.png
1612859928.219903 rgb/1612859928.219903.png
1612859928.319863 rgb/1612859928.319863.png
1612859928.419865 rgb/1612859928.419865.png
1612859928.520195 rgb/1612859928.520195.png
1612859928.619859 rgb/1612859928.619859.png
1612859928.719939 rgb/1612859928.719939.png
1612859928.819918 rgb/1612859928.819918.png
1612859928.919910 rgb/1612859928.919910.png
1612859929.019915 rgb/1612859929.019915.png
1612859929.119899 rgb/1612859929.119899.png
1612859929.220011 rgb/1612859929.220011.png
1612859929.319918 rgb/1612859929.319918.png
1612859929.419956 rgb/1612859929.419956.png
1612859929.519945 rgb/1612859929.519945.png
1612859929.620062 rgb/1612859929.620062.png
1612859929.721314 rgb/1612859929.721314.png
1612859929.820122 rgb/1612859929.820122.png
1612859929.920042 rgb/1612859929.920042.png
1612859930.020041 rgb/1612859930.020041.png
1612859930.120005 rgb/1612859930.120005.png
1612859930.220090 rgb/1612859930.220090.png
1612859930.319999 rgb/1612859930.319999.png
1612859930.422296 rgb/1612859930.422296.png
1612859930.520084 rgb/1612859930.520084.png
1612859930.620710 rgb/1612859930.620710.png
1612859930.720224 rgb/1612859930.720224.png
1612859930.820102 rgb/1612859930.820102.png
1612859930.920145 rgb/1612859930.920145.png
1612859931.020176 rgb/1612859931.020176.png
1612859931.120067 rgb/1612859931.120067.png
1612859931.220194 rgb/1612859931.220194.png
1612859931.320676 rgb/1612859931.320676.png
1612859931.420346 rgb/1612859931.420346.png
1612859931.520126 rgb/1612859931.520126.png
1612859931.620181 rgb/1612859931.620181.png
1612859931.720284 rgb/1612859931.720284.png
1612859931.820102 rgb/1612859931.820102.png
1612859931.920160 rgb/1612859931.920160.png
1612859932.020229 rgb/1612859932.020229.png
1612859932.120197 rgb/1612859932.120197.png
1612859932.220725 rgb/1612859932.220725.png
1612859932.320172 rgb/1612859932.320172.png
1612859932.420155 rgb/1612859932.420155.png
1612859932.520247 rgb/1612859932.520247.png
1612859932.620296 rgb/1612859932.620296.png
